schema,schema_version,record_id,entity_class,status,work_id,resource_id,edition_id,locale,created_at,responsible_workflow,supersedes,subject_id,predicate,object_id,relation_order,evidence_locator,confidence
r014.backend.record,1.0.0,ttp.r014.relation.0030,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.eg.inductionv1b,contains,ttp.r014.unit.eg.inductionv1b.equation.02,30,,high
r014.backend.record,1.0.0,ttp.r014.relation.0031,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.sec.wopami.subsection.03,contains,ttp.r014.unit.sec.wopami.theorem.induction.02,31,,high
r014.backend.record,1.0.0,ttp.r014.relation.0032,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.sec.wopami.theorem.induction.02,contains,ttp.r014.unit.sec.wopami.theorem.induction.02.proof,32,,high
r014.backend.record,1.0.0,ttp.r014.relation.0033,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.sec.wopami,contains,ttp.r014.unit.sec.wopami.exercises,33,,high
r014.backend.record,1.0.0,ttp.r014.relation.0034,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.sec.wopami.exercises,contains,ttp.r014.unit.sec.wopami.exercise.01,34,,high
r014.backend.record,1.0.0,ttp.r014.relation.0035,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.sec.wopami.exercises,contains,ttp.r014.unit.sec.wopami.exercise.02,35,,high
r014.backend.record,1.0.0,ttp.r014.relation.0036,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.sec.wopami.exercises,contains,ttp.r014.unit.sec.wopami.exercise.03,36,,high
r014.backend.record,1.0.0,ttp.r014.relation.0037,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.sec.wopami.exercises,contains,ttp.r014.unit.sec.wopami.exercise.04,37,,high
r014.backend.record,1.0.0,ttp.r014.relation.0038,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.sec.wopami.exercises,contains,ttp.r014.unit.sec.wopami.exercise.05,38,,high
r014.backend.record,1.0.0,ttp.r014.relation.0039,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.sec.wopami.exercises,contains,ttp.r014.unit.sec.wopami.exercise.06,39,,high
r014.backend.record,1.0.0,ttp.r014.relation.0040,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.sec.wopami.exercises,contains,ttp.r014.unit.sec.wopami.exercise.07,40,,high
r014.backend.record,1.0.0,ttp.r014.relation.0041,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.chap.woad,contains,ttp.r014.unit.sec.aowi,41,,high
r014.backend.record,1.0.0,ttp.r014.relation.0042,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.book,contains,ttp.r014.unit.chap.crypto,42,,high
r014.backend.record,1.0.0,ttp.r014.relation.0043,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.book,contains,ttp.r014.unit.chap.ieqdl,43,,high
r014.backend.record,1.0.0,ttp.r014.relation.0044,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.chap.ieqdl,contains,ttp.r014.unit.sec.dhke,44,,high
r014.backend.record,1.0.0,ttp.r014.relation.0045,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.chap.ieqdl,contains,ttp.r014.unit.sec.tegc,45,,high
r014.backend.record,1.0.0,ttp.r014.relation.0046,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.book,contains,ttp.r014.unit.backmatter,46,,high
r014.backend.record,1.0.0,ttp.r014.relation.0047,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.backmatter,contains,ttp.r014.unit.backmatter.bibliography,47,,high
r014.backend.record,1.0.0,ttp.r014.relation.0048,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.backmatter.bibliography,contains,ttp.r014.unit.bib.stallman2002free,48,,high
r014.backend.record,1.0.0,ttp.r014.relation.0049,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.backmatter.bibliography,contains,ttp.r014.unit.bib.hardy2005mathematician,49,,high
r014.backend.record,1.0.0,ttp.r014.relation.0050,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.backmatter.bibliography,contains,ttp.r014.unit.bib.bourbaki2004theory,50,,high
r014.backend.record,1.0.0,ttp.r014.relation.0051,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.backmatter,contains,ttp.r014.unit.backmatter.index,51,,high
r014.backend.record,1.0.0,ttp.r014.relation.0052,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.program.mathematics.id-id.v1,contains,ttp.course.c60,52,,high
r014.backend.record,1.0.0,ttp.r014.relation.0053,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.frontmatter.title-page,precedes,ttp.r014.unit.frontmatter.preface,53,,high
r014.backend.record,1.0.0,ttp.r014.relation.0054,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.frontmatter.preface,precedes,ttp.r014.unit.frontmatter.release-notes,54,,high
r014.backend.record,1.0.0,ttp.r014.relation.0055,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.frontmatter.release-notes,precedes,ttp.r014.unit.frontmatter.toc,55,,high
r014.backend.record,1.0.0,ttp.r014.relation.0056,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.sec.wopami.discussion.01,precedes,ttp.r014.unit.sec.wopami.subsection.01,56,,high
r014.backend.record,1.0.0,ttp.r014.relation.0057,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.sec.wopami.subsection.01,precedes,ttp.r014.unit.sec.wopami.subsection.02,57,,high
r014.backend.record,1.0.0,ttp.r014.relation.0058,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.sec.wopami.subsection.02,precedes,ttp.r014.unit.sec.wopami.subsection.03,58,,high
r014.backend.record,1.0.0,ttp.r014.relation.0059,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.sec.wopami.subsection.03,precedes,ttp.r014.unit.sec.wopami.exercises,59,,high
r014.backend.record,1.0.0,ttp.r014.relation.0060,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.sec.wopami.definition.01,precedes,ttp.r014.unit.sec.wopami.principle.well-ordering,60,,high
r014.backend.record,1.0.0,ttp.r014.relation.0061,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.sec.wopami.principle.well-ordering,precedes,ttp.r014.unit.sec.wopami.discussion.02,61,,high
r014.backend.record,1.0.0,ttp.r014.relation.0062,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.sec.wopami.discussion.03,precedes,ttp.r014.unit.sec.wopami.theorem.induction.01,62,,high
r014.backend.record,1.0.0,ttp.r014.relation.0063,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.sec.wopami.theorem.induction.01,precedes,ttp.r014.unit.eg.inductionv1a,63,,high
r014.backend.record,1.0.0,ttp.r014.relation.0064,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.eg.inductionv1a,precedes,ttp.r014.unit.eg.inductionv1b,64,,high
r014.backend.record,1.0.0,ttp.r014.relation.0065,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.eg.inductionv1b,precedes,ttp.r014.unit.sec.wopami.theorem.induction.02,65,,high
r014.backend.record,1.0.0,ttp.r014.relation.0066,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.eg.inductionv1a.equation.01,precedes,ttp.r014.unit.eg.inductionv1a.equation.02,66,,high
r014.backend.record,1.0.0,ttp.r014.relation.0067,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.eg.inductionv1a.equation.02,precedes,ttp.r014.unit.eg.inductionv1a.equation.03,67,,high
r014.backend.record,1.0.0,ttp.r014.relation.0068,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.eg.inductionv1a.equation.03,precedes,ttp.r014.unit.eg.inductionv1a.equation.04,68,,high
r014.backend.record,1.0.0,ttp.r014.relation.0069,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.eg.inductionv1b.equation.01,precedes,ttp.r014.unit.eg.inductionv1b.equation.02,69,,high
r014.backend.record,1.0.0,ttp.r014.relation.0070,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.sec.wopami.exercise.01,precedes,ttp.r014.unit.sec.wopami.exercise.02,70,,high
r014.backend.record,1.0.0,ttp.r014.relation.0071,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.sec.wopami.exercise.02,precedes,ttp.r014.unit.sec.wopami.exercise.03,71,,high
r014.backend.record,1.0.0,ttp.r014.relation.0072,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.sec.wopami.exercise.03,precedes,ttp.r014.unit.sec.wopami.exercise.04,72,,high
r014.backend.record,1.0.0,ttp.r014.relation.0073,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.sec.wopami.exercise.04,precedes,ttp.r014.unit.sec.wopami.exercise.05,73,,high
r014.backend.record,1.0.0,ttp.r014.relation.0074,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.sec.wopami.exercise.05,precedes,ttp.r014.unit.sec.wopami.exercise.06,74,,high
r014.backend.record,1.0.0,ttp.r014.relation.0075,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.sec.wopami.exercise.06,precedes,ttp.r014.unit.sec.wopami.exercise.07,75,,high
r014.backend.record,1.0.0,ttp.r014.relation.0076,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.backmatter.bibliography,precedes,ttp.r014.unit.backmatter.index,76,,high
r014.backend.record,1.0.0,ttp.r014.relation.0077,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.bib.stallman2002free,precedes,ttp.r014.unit.bib.hardy2005mathematician,77,,high
r014.backend.record,1.0.0,ttp.r014.relation.0078,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.bib.hardy2005mathematician,precedes,ttp.r014.unit.bib.bourbaki2004theory,78,,high
r014.backend.record,1.0.0,ttp.r014.relation.0079,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.sec.wopami,precedes,ttp.r014.unit.sec.aowi,79,,high
r014.backend.record,1.0.0,ttp.r014.relation.0080,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.course.c60,depends_on,ttp.r014.yaintt,80,"{""path"":""authority/receipts/C60_CURRICULUM_AUTHORITY.json""}",high
r014.backend.record,1.0.0,ttp.r014.relation.0081,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.edition.id-id.boundary3,translates,ttp.r014.edition.source.2014-05-07,81,,high
r014.backend.record,1.0.0,ttp.r014.relation.0082,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.edition.id-id.boundary3,adapts,ttp.r014.edition.source.2014-05-07,82,,high
r014.backend.record,1.0.0,ttp.r014.relation.0083,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.edition.source.2014-05-07,depends_on,ttp.r014.asset.authority.yaintt_tex,83,,high
r014.backend.record,1.0.0,ttp.r014.relation.0084,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.edition.source.2014-05-07,depends_on,ttp.r014.asset.authority.refs_bib,84,,high
r014.backend.record,1.0.0,ttp.r014.relation.0085,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.edition.source.2014-05-07,depends_on,ttp.r014.asset.authority.by_sa_eps,85,,high
r014.backend.record,1.0.0,ttp.r014.relation.0086,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.edition.source.2014-05-07,depends_on,ttp.r014.asset.authority.cover_art_eps,86,,high
r014.backend.record,1.0.0,ttp.r014.relation.0087,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.edition.source.2014-05-07,depends_on,ttp.r014.asset.authority.dbend_eps,87,,high
r014.backend.record,1.0.0,ttp.r014.relation.0088,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.edition.source.2014-05-07,depends_on,ttp.r014.asset.authority.eng_freq_hist_eps,88,,high
r014.backend.record,1.0.0,ttp.r014.relation.0089,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.edition.source.2014-05-07,depends_on,ttp.r014.asset.authority.hamhip_freqs_eps,89,,high
r014.backend.record,1.0.0,ttp.r014.relation.0090,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.edition.source.2014-05-07,depends_on,ttp.r014.asset.authority.samp_cct_hist_eps,90,,high
r014.backend.record,1.0.0,ttp.r014.relation.0091,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.edition.source.2014-05-07,depends_on,ttp.r014.asset.authority.scytale_eps,91,,high
r014.backend.record,1.0.0,ttp.r014.relation.0092,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.edition.source.2014-05-07,depends_on,ttp.r014.asset.authority.seadk_cct_eps,92,,high
r014.backend.record,1.0.0,ttp.r014.relation.0093,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.edition.source.2014-05-07,depends_on,ttp.r014.asset.authority.seadk_hamhip_eps,93,,high
r014.backend.record,1.0.0,ttp.r014.relation.0094,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.edition.source.2014-05-07,depends_on,ttp.r014.asset.authority.seadk_rkkrt_eps,94,,high
r014.backend.record,1.0.0,ttp.r014.relation.0095,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.edition.id-id.boundary3,depends_on,ttp.r014.asset.authority.yaintt_tex,95,,high
r014.backend.record,1.0.0,ttp.r014.relation.0096,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.edition.id-id.boundary3,depends_on,ttp.r014.asset.authority.refs_bib,96,,high
r014.backend.record,1.0.0,ttp.r014.relation.0097,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.edition.id-id.boundary3,depends_on,ttp.r014.asset.authority.cover_art_eps,97,,high
r014.backend.record,1.0.0,ttp.r014.relation.0098,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.edition.id-id.boundary3,depends_on,ttp.r014.asset.authority.dbend_eps,98,,high
r014.backend.record,1.0.0,ttp.r014.relation.0099,relation,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.edition.id-id.boundary3,depends_on,ttp.r014.asset.authority.eng_freq_hist_eps,99,,high
