schema,schema_version,record_id,entity_class,status,work_id,resource_id,edition_id,locale,created_at,responsible_workflow,supersedes,path,media_type,bytes,sha256,toolchain,build_receipt_id,reproducible,pages,file_manifest
r014.backend.record,1.0.0,ttp.r014.artifact.boundary17-build-receipt-evidence,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,qa/BOUNDARY17_BUILD.json,application/json,8477,3a5a87a64e360ea60264eb12080c33e852af3b58ed1a084ae231f41a47555bd1,recorded build receipt,ttp.r014.qa.boundary17-build-evidence,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary17-reader-evidence,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,output/YAINTT_ID_BOUNDARY17.pdf,application/pdf,504101,5b5fcb2db096fba3a36d952d463c6ca5b77cda0bdb3b32156bcaf437f8541e89,LaTeX/BibTeX/MakeIndex/DVIPS/Ghostscript plus deterministic PDF normalization,ttp.r014.qa.boundary17-build-evidence,true,79,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary17-visual-receipt-evidence,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,qa/BOUNDARY17_VISUAL.json,application/json,4018,302a1133359d0ec12daba5a500b79a56f629010e92fc07a79e6534e6c4d8935a,recorded visual receipt,ttp.r014.qa.boundary17-visual-evidence,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary18-build-receipt-evidence,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,qa/BOUNDARY18_BUILD.json,application/json,7838,7b7a6b3bcdbe0f15eeaf1041338c6cfb92692ce6016afb32f795d6f3b29d903b,recorded build receipt,ttp.r014.qa.boundary18-build-evidence,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary18-reader-evidence,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,output/YAINTT_ID_BOUNDARY18.pdf,application/pdf,649425,aab7acbe1aa1354e4d4430c5e418dfd0e056e5738e90a9814d2a0234f1d4fafb,LaTeX/BibTeX/MakeIndex/DVIPS/Ghostscript plus deterministic PDF normalization,ttp.r014.qa.boundary18-build-evidence,true,89,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary18-visual-receipt-evidence,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,qa/BOUNDARY18_VISUAL.json,application/json,3287,75c38e1f7ecde249b9729741f382f3f416b64ffbc2f4358e0d22e7fd2100e5cb,recorded visual receipt,ttp.r014.qa.boundary18-visual-evidence,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary19-build-receipt-evidence,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,qa/BOUNDARY19_BUILD.json,application/json,7818,f6a1d7f318dedb0e3e5cf2b278b25483b86e0f9d338476205bce27e623fa5929,recorded build receipt,ttp.r014.qa.boundary19-build-evidence,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary19-reader-evidence,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,output/YAINTT_ID_BOUNDARY19.pdf,application/pdf,718991,841e1ac7c8a590248997c170c6ebc40625a51f764390f33ca4b953f91c16c08c,LaTeX/BibTeX/MakeIndex/DVIPS/Ghostscript plus deterministic PDF normalization,ttp.r014.qa.boundary19-build-evidence,true,97,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary19-visual-receipt-evidence,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,qa/BOUNDARY19_VISUAL.json,application/json,3554,9d907e53fc3d78cd557876dcd87e9bdfc69864a16d231662ea27bbb9d81c3240,recorded visual receipt,ttp.r014.qa.boundary19-visual-evidence,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary2-pdf,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,output/YAINTT_ID_BOUNDARY2.pdf,application/pdf,118421,777effae025dbd2cc183a72c9dbc0c70717543c4bcf07b6c35f4d4c079582f20,documented in linked build receipt,ttp.r014.qa.boundary2-build,true,17,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary20-build-receipt-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,qa/BOUNDARY20_BUILD.json,application/json,5716,9a01263fce5b1d6b8d554f6a3e9639271a9ba0f333a32f382cc05abeed0e529b,canonical build receipt,ttp.r014.qa.boundary20-build-canonical,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary20-build-receipt-evidence,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,qa/BOUNDARY20_LAYOUT_R2_BUILD.json,application/json,5634,a2adb9998816a2f5ec915058d65b5cf94ded0b1b9c67659ecae4579abaecfc1a,recorded build receipt,ttp.r014.qa.boundary20-build-evidence,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary20-pdf-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,id-ID,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,output/YAINTT_ID_BOUNDARY20.pdf,application/pdf,753084,b17e142502288b08eaca055060d412d7fd3cdf4c246de9b1582adc8e09e0fdfe,canonical deterministic LaTeX reader build,ttp.r014.qa.boundary20-build-canonical,true,103,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary20-reader-evidence,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,output/YAINTT_ID_BOUNDARY20_LAYOUT_R2_CANDIDATE.pdf,application/pdf,753084,b17e142502288b08eaca055060d412d7fd3cdf4c246de9b1582adc8e09e0fdfe,LaTeX/BibTeX/MakeIndex/DVIPS/Ghostscript plus deterministic PDF normalization,ttp.r014.qa.boundary20-build-evidence,true,103,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary20-visual-receipt-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,qa/BOUNDARY20_VISUAL.json,application/json,3143,15cdba4c28c6b3fa16000fb6a77e861042f580ad1e7d21771978e6a09cadef6a,canonical all-page visual receipt,ttp.r014.qa.boundary20-visual-canonical,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary20-visual-receipt-evidence,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,qa/BOUNDARY20_LAYOUT_R2_VISUAL.json,application/json,3051,49ac540324eaa2a2b405ae9adf4b9c21a45170887fbc4cfb5f9751848719906e,recorded visual receipt,ttp.r014.qa.boundary20-visual-evidence,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary21-build-receipt-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,qa/BOUNDARY21_BUILD.json,application/json,5728,fc788f9a50c3de71f41cd5a59a39c885fd3c4518afd8ce21b107c030dc2b1a37,canonical build receipt,ttp.r014.qa.boundary21-build-canonical,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary21-build-receipt-evidence,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,qa/BOUNDARY21_LAYOUT_R2_BUILD.json,application/json,5646,eaa69f532f9d727a8958700578f4ea233fc356d3282ffaa9d3e3674dfe52fb18,recorded build receipt,ttp.r014.qa.boundary21-build-evidence,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary21-pdf-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,id-ID,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,output/YAINTT_ID_BOUNDARY21.pdf,application/pdf,777400,bb9ad104576e4b61b54e55451d526f94be2399fb53352f105754b12177aa2046,canonical deterministic LaTeX reader build,ttp.r014.qa.boundary21-build-canonical,true,107,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary21-reader-evidence,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,output/YAINTT_ID_BOUNDARY21_LAYOUT_R2_CANDIDATE.pdf,application/pdf,777400,bb9ad104576e4b61b54e55451d526f94be2399fb53352f105754b12177aa2046,LaTeX/BibTeX/MakeIndex/DVIPS/Ghostscript plus deterministic PDF normalization,ttp.r014.qa.boundary21-build-evidence,true,107,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary21-visual-receipt-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,qa/BOUNDARY21_VISUAL.json,application/json,3301,395890557f499fbaea49e0ce35a76e5e74b0d72cffb684ba64deb2df2ab17f5e,canonical all-page visual receipt,ttp.r014.qa.boundary21-visual-canonical,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary21-visual-receipt-evidence,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,qa/BOUNDARY21_LAYOUT_R2_VISUAL.json,application/json,3209,2466f40240ff983e7122a030e22afb5f98f8ee791577035c7fc17d2812da0648,recorded visual receipt,ttp.r014.qa.boundary21-visual-evidence,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary22-build-receipt-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,qa/BOUNDARY22_BUILD.json,application/json,6039,916bceebc4ec9649ef4ae48856c7a70fdf997b5772446ef5b501cb6bd71bb1dc,canonical build receipt,ttp.r014.qa.boundary22-build-canonical,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary22-build-receipt-evidence,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,qa/BOUNDARY22_LAYOUT_R2_BUILD.json,application/json,5963,ca92c710449c45200c8e77517fa1f50d183fbe146e6c6c185520f66b5e587f77,recorded build receipt,ttp.r014.qa.boundary22-build-evidence,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary22-pdf-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,id-ID,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,output/YAINTT_ID_BOUNDARY22.pdf,application/pdf,791075,27536429f962e5af3321cdad6a00a12ced0031f37845f4bad4cfb6125c2bfac9,canonical deterministic LaTeX reader build,ttp.r014.qa.boundary22-build-canonical,true,111,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary22-reader-evidence,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,output/YAINTT_ID_BOUNDARY22_LAYOUT_R2_CANDIDATE.pdf,application/pdf,791075,27536429f962e5af3321cdad6a00a12ced0031f37845f4bad4cfb6125c2bfac9,LaTeX/BibTeX/MakeIndex/DVIPS/Ghostscript plus deterministic PDF normalization,ttp.r014.qa.boundary22-build-evidence,true,111,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary22-visual-receipt-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,qa/BOUNDARY22_VISUAL.json,application/json,4483,bc7f4b8445b638b44f3fb62bb13fb6729e36218662f98d43cc8e6a040ee82ea5,canonical all-page visual receipt,ttp.r014.qa.boundary22-visual-canonical,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary22-visual-receipt-evidence,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,qa/BOUNDARY22_LAYOUT_R2_VISUAL.json,application/json,4386,7229796ef652aeb342ba34daec73bada2b9d6bc5fb83d0b41b450c423a2757f0,recorded visual receipt,ttp.r014.qa.boundary22-visual-evidence,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary23-build-receipt-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,qa/BOUNDARY23_BUILD.json,application/json,5994,6b628803fce21b4d0e7530f7ab6001a88658736f943e00571e167c5d892f15dd,canonical build receipt,ttp.r014.qa.boundary23-build-canonical,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary23-build-receipt-evidence,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,qa/BOUNDARY23_R3_BUILD.json,application/json,5907,5d22a74a932b04617508a7df269427aee3be3963c1525cfab2add0a43fb853a9,recorded build receipt,ttp.r014.qa.boundary23-build-evidence,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary23-pdf-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,id-ID,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,output/YAINTT_ID_BOUNDARY23.pdf,application/pdf,816756,719fe1592c8a1748b1dc7bf1cae8f10fe00d249a59f7843739e745a1e84c68b9,canonical deterministic LaTeX reader build,ttp.r014.qa.boundary23-build-canonical,true,114,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary23-reader-evidence,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,output/YAINTT_ID_BOUNDARY23_R3_CANDIDATE.pdf,application/pdf,816756,719fe1592c8a1748b1dc7bf1cae8f10fe00d249a59f7843739e745a1e84c68b9,LaTeX/BibTeX/MakeIndex/DVIPS/Ghostscript plus deterministic PDF normalization,ttp.r014.qa.boundary23-build-evidence,true,114,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary23-visual-receipt-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,qa/BOUNDARY23_VISUAL.json,application/json,4597,4b95d52d82f3c578f1f51827860b60a6527e751c41ba49b998d7dc4368b9dedc,canonical all-page visual receipt,ttp.r014.qa.boundary23-visual-canonical,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary23-visual-receipt-evidence,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,qa/BOUNDARY23_R3_VISUAL.json,application/json,4496,431f1d6c275c0704e1019968093a9c57a51ab1f71786e5a07369dc369c4899b2,recorded visual receipt,ttp.r014.qa.boundary23-visual-evidence,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary24-build-receipt-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,qa/BOUNDARY24_BUILD.json,application/json,6859,5b2beb56139c56cd58a753fd8a11e7a1f55989be284443092065dac23ae3a235,canonical build receipt,ttp.r014.qa.boundary24-build-canonical,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary24-build-receipt-evidence,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,qa/BOUNDARY24_R2_BUILD.json,application/json,5970,fe5a6fa62413413c59afd2e7bf5a5a57cf997eb0d4dc458003dce17a49ec4078,recorded build receipt,ttp.r014.qa.boundary24-build-evidence,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary24-pdf-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,id-ID,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,output/YAINTT_ID_BOUNDARY24.pdf,application/pdf,832452,8815a9a16c19529cfa505be8c1dcdf8a2319d7010d56e636c170a16179b0024f,canonical deterministic LaTeX reader build,ttp.r014.qa.boundary24-build-canonical,true,118,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary24-reader-evidence,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,output/YAINTT_ID_BOUNDARY24_R2_CANDIDATE.pdf,application/pdf,832750,26f567b5ae72ae95b28085b9dc9cbb600959c5f164466a64e88ed5396577d68f,LaTeX/BibTeX/MakeIndex/DVIPS/Ghostscript plus deterministic PDF normalization,ttp.r014.qa.boundary24-build-evidence,true,118,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary24-visual-receipt-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,qa/BOUNDARY24_VISUAL.json,application/json,5548,776ff1f8e179ac0c5269b5da8ee35b7eae803d2d9dc8d770d304e2f023aaade2,canonical all-page visual receipt,ttp.r014.qa.boundary24-visual-canonical,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary24-visual-receipt-evidence,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,qa/BOUNDARY24_R2_VISUAL.json,application/json,5135,a0c399a4a35e48196f05fc40d09f3c9ea2d51eec15e43c1a5953647744c8c1b3,recorded visual receipt,ttp.r014.qa.boundary24-visual-evidence,true,,
r014.backend.record,1.0.0,ttp.r014.artifact.boundary25-build-receipt-canonical,artifact,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,,qa/BOUNDARY25_BUILD.json,application/json,6186,ced14aa2fff399d8c9b2c972c15c3e369c032b8b5e907a722894004003d5da6d,canonical build receipt,ttp.r014.qa.boundary25-build-canonical,true,,
