schema,schema_version,record_id,entity_class,status,work_id,resource_id,edition_id,locale,created_at,responsible_workflow,supersedes,order,concept_id,source_term,target_term,variants,rejected_forms,scope,register,evidence,examples
r014.backend.record,1.0.0,ttp.r014.term.019,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,19,,Theorem,Teorema,[],[],generated reader label,interface and structural label,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""source_text"":""Theorem"",""target_text"":""Teorema"",""usage"":""generated structural label""}]"
r014.backend.record,1.0.0,ttp.r014.term.020,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,20,,Corollary,Akibat,[],[],generated reader label,interface and structural label,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""source_text"":""Corollary"",""target_text"":""Akibat"",""usage"":""generated structural label""}]"
r014.backend.record,1.0.0,ttp.r014.term.021,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,21,,Lemma,Lema,[],[],generated reader label,interface and structural label,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""source_text"":""Lemma"",""target_text"":""Lema"",""usage"":""generated structural label""}]"
r014.backend.record,1.0.0,ttp.r014.term.022,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,22,,Proposition,Proposisi,[],[],generated reader label,interface and structural label,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""source_text"":""Proposition"",""target_text"":""Proposisi"",""usage"":""generated structural label""}]"
r014.backend.record,1.0.0,ttp.r014.term.023,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,23,,Examples,Contoh-contoh,[],[],generated reader label,interface and structural label,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""source_text"":""Examples"",""target_text"":""Contoh-contoh"",""usage"":""generated structural label""}]"
r014.backend.record,1.0.0,ttp.r014.term.024,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,24,,Definition,Definisi,[],[],generated reader label,interface and structural label,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""source_text"":""Definition"",""target_text"":""Definisi"",""usage"":""generated structural label""}]"
r014.backend.record,1.0.0,ttp.r014.term.025,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,25,,Exercise,Latihan,[],[],generated reader label,interface and structural label,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""source_text"":""Exercise"",""target_text"":""Latihan"",""usage"":""generated structural label""}]"
r014.backend.record,1.0.0,ttp.r014.term.026,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,26,,Remark,Catatan,[],[],generated reader label,interface and structural label,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""source_text"":""Remark"",""target_text"":""Catatan"",""usage"":""generated structural label""}]"
r014.backend.record,1.0.0,ttp.r014.term.027,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,27,,Example,Contoh,[],[],generated reader label,interface and structural label,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""source_text"":""Example"",""target_text"":""Contoh"",""usage"":""generated structural label""}]"
r014.backend.record,1.0.0,ttp.r014.term.028,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,28,,Proof,Bukti,[],[],generated reader label,interface and structural label,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""source_text"":""Proof"",""target_text"":""Bukti"",""usage"":""generated structural label""}]"
r014.backend.record,1.0.0,ttp.r014.term.029,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,29,,Chapter,Bab,[],[],generated reader label,interface and structural label,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""source_text"":""Chapter"",""target_text"":""Bab"",""usage"":""generated structural label""}]"
r014.backend.record,1.0.0,ttp.r014.term.030,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,30,,Contents,Daftar Isi,[],[],generated reader label,interface and structural label,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""source_text"":""Contents"",""target_text"":""Daftar Isi"",""usage"":""generated structural label""}]"
r014.backend.record,1.0.0,ttp.r014.term.031,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,31,,Bibliography,Daftar Pustaka,[],[],generated reader label,interface and structural label,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""source_text"":""Bibliography"",""target_text"":""Daftar Pustaka"",""usage"":""generated structural label""}]"
r014.backend.record,1.0.0,ttp.r014.term.032,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,32,,Index,Indeks,[],[],generated reader label,interface and structural label,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""source_text"":""Index"",""target_text"":""Indeks"",""usage"":""generated structural label""}]"
r014.backend.record,1.0.0,ttp.r014.term.033,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,33,,Figure,Gambar,[],[],generated reader label,interface and structural label,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""source_text"":""Figure"",""target_text"":""Gambar"",""usage"":""generated structural label""}]"
r014.backend.record,1.0.0,ttp.r014.term.034,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,34,,Table,Tabel,[],[],generated reader label,interface and structural label,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""source_text"":""Table"",""target_text"":""Tabel"",""usage"":""generated structural label""}]"
r014.backend.record,1.0.0,ttp.r014.term.035,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,35,ttp.concept.binary_operation,binary operation,operasi biner,[],[],R014 Section 1.2 mathematical prose,formal textbook,"{""path"":""00_control/TERMINOLOGY.md"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""00_control/TERMINOLOGY.md"",""source_text"":""binary operation"",""target_text"":""operasi biner"",""usage"":""canonical Section 1.2 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.036,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,36,ttp.concept.addition,addition,penjumlahan,[],[],R014 Section 1.2 mathematical prose,formal textbook,"{""path"":""00_control/TERMINOLOGY.md"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""00_control/TERMINOLOGY.md"",""source_text"":""addition"",""target_text"":""penjumlahan"",""usage"":""canonical Section 1.2 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.037,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,37,ttp.concept.multiplication,multiplication,perkalian,[],[],R014 Section 1.2 mathematical prose,formal textbook,"{""path"":""00_control/TERMINOLOGY.md"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""00_control/TERMINOLOGY.md"",""source_text"":""multiplication"",""target_text"":""perkalian"",""usage"":""canonical Section 1.2 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.038,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,38,ttp.concept.commutativity,commutativity of addition and multiplication,komutativitas penjumlahan dan perkalian,[],[],R014 Section 1.2 mathematical prose,formal textbook,"{""path"":""00_control/TERMINOLOGY.md"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""00_control/TERMINOLOGY.md"",""source_text"":""commutativity of addition and multiplication"",""target_text"":""komutativitas penjumlahan dan perkalian"",""usage"":""canonical Section 1.2 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.039,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,39,ttp.concept.associativity,associativity of addition and multiplication,asosiativitas penjumlahan dan perkalian,[],[],R014 Section 1.2 mathematical prose,formal textbook,"{""path"":""00_control/TERMINOLOGY.md"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""00_control/TERMINOLOGY.md"",""source_text"":""associativity of addition and multiplication"",""target_text"":""asosiativitas penjumlahan dan perkalian"",""usage"":""canonical Section 1.2 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.040,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,40,ttp.concept.distributivity,distributivity of multiplication over addition,distributivitas perkalian terhadap penjumlahan,[],[],R014 Section 1.2 mathematical prose,formal textbook,"{""path"":""00_control/TERMINOLOGY.md"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""00_control/TERMINOLOGY.md"",""source_text"":""distributivity of multiplication over addition"",""target_text"":""distributivitas perkalian terhadap penjumlahan"",""usage"":""canonical Section 1.2 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.041,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,41,ttp.concept.identity_element,identity element,elemen identitas,[],[],R014 Section 1.2 mathematical prose,formal textbook,"{""path"":""00_control/TERMINOLOGY.md"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""00_control/TERMINOLOGY.md"",""source_text"":""identity element"",""target_text"":""elemen identitas"",""usage"":""canonical Section 1.2 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.042,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,42,ttp.concept.additive_inverse,additive inverse,invers aditif,[],[],R014 Section 1.2 mathematical prose,formal textbook,"{""path"":""00_control/TERMINOLOGY.md"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""00_control/TERMINOLOGY.md"",""source_text"":""additive inverse"",""target_text"":""invers aditif"",""usage"":""canonical Section 1.2 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.043,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,43,ttp.concept.multiplicative_inverse,multiplicative inverse,invers multiplikatif,[],[],R014 Section 1.2 mathematical prose,formal textbook,"{""path"":""00_control/TERMINOLOGY.md"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""00_control/TERMINOLOGY.md"",""source_text"":""multiplicative inverse"",""target_text"":""invers multiplikatif"",""usage"":""canonical Section 1.2 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.044,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,44,ttp.concept.subtraction,subtraction,pengurangan,[],[],R014 Section 1.2 mathematical prose,formal textbook,"{""path"":""00_control/TERMINOLOGY.md"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""00_control/TERMINOLOGY.md"",""source_text"":""subtraction"",""target_text"":""pengurangan"",""usage"":""canonical Section 1.2 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.045,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,45,ttp.concept.division,division,pembagian,[],[],R014 Section 1.2 mathematical prose,formal textbook,"{""path"":""00_control/TERMINOLOGY.md"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""00_control/TERMINOLOGY.md"",""source_text"":""division"",""target_text"":""pembagian"",""usage"":""canonical Section 1.2 term mapping""}]"
r014.backend.record,1.0.0,ttp.r014.term.046,term,active,ttp.r014.yaintt,ttp.r014.yaintt,,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,46,ttp.concept.divisibility,divisibility,keterbagian,[],[],R014 Section 1.3 mathematical prose,formal textbook,"{""path"":""00_control/TERMINOLOGY.md"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}","[{""evidence_path"":""00_control/TERMINOLOGY.md"",""source_text"":""divisibility"",""target_text"":""keterbagian"",""usage"":""canonical Section 1.3 term mapping""}]"
