schema,schema_version,record_id,entity_class,status,work_id,resource_id,edition_id,locale,created_at,responsible_workflow,supersedes,qa_type,result,witness_ids,evidence,method,event_timestamp
r014.backend.record,1.0.0,ttp.r014.qa.boundary1-build,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,target_build,pass,"[""ttp.r014.artifact.boundary1-pdf""]","{""path"":""qa/BOUNDARY1_BUILD.json""}",bounded evidence replay,2026-08-21T13:53:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary1-language,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,language,pass,"[""ttp.r014.artifact.target-source""]","{""path"":""qa/BOUNDARY1_LANGUAGE_MATH.json""}",bounded evidence replay,2026-08-21T13:53:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary1-math,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,mathematics,pass,"[""ttp.r014.artifact.target-source""]","{""path"":""qa/BOUNDARY1_LANGUAGE_MATH.json""}",bounded evidence replay,2026-08-21T13:53:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary1-topology,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,source_target_topology,pass,"[""ttp.r014.artifact.target-source""]","{""path"":""qa/BOUNDARY1_STRUCTURE.json""}",bounded evidence replay,2026-08-21T13:53:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary1-visual,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,visual,pass,"[""ttp.r014.artifact.boundary1-pdf""]","{""path"":""qa/BOUNDARY1_VISUAL.json""}",bounded evidence replay,2026-08-21T13:53:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary10-accessibility,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,accessibility,pass_with_untagged_pdf_caveat,"[""ttp.r014.artifact.boundary10-pdf""]","{""path"":""qa/BOUNDARY10_VISUAL.json""}",bounded evidence replay,2026-08-21T17:56:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary10-build,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,target_build,pass,"[""ttp.r014.artifact.boundary10-pdf""]","{""path"":""qa/BOUNDARY10_BUILD.json""}",bounded evidence replay,2026-08-21T17:54:30+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary10-visual,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,visual,pass,"[""ttp.r014.artifact.boundary10-pdf""]","{""path"":""qa/BOUNDARY10_VISUAL.json""}",bounded evidence replay,2026-08-21T17:56:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary11-accessibility,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,accessibility,pass_with_untagged_pdf_caveat,"[""ttp.r014.artifact.boundary11-pdf""]","{""path"":""qa/BOUNDARY11_VISUAL.json""}",bounded evidence replay,2026-08-21T18:17:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary11-build,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,target_build,pass,"[""ttp.r014.artifact.boundary11-pdf""]","{""path"":""qa/BOUNDARY11_BUILD.json""}",bounded evidence replay,2026-08-21T18:16:30+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary11-visual,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,visual,pass,"[""ttp.r014.artifact.boundary11-pdf""]","{""path"":""qa/BOUNDARY11_VISUAL.json""}",bounded evidence replay,2026-08-21T18:17:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary12-build-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,build,pass,"[""ttp.r014.artifact.boundary12-reader-evidence"",""ttp.r014.artifact.boundary12-build-receipt-evidence""]","{""bytes"":4762,""path"":""qa/BOUNDARY12_BUILD.json"",""pdf_path"":""output/YAINTT_ID_BOUNDARY12.pdf"",""pdf_sha256"":""2848af400d3f76d863ee6a2a68cee2dda441443d985489b4b6c63410ce98c0ed"",""sha256"":""836bfaea2e7545e89d9e6152ddbf5c951186a701d996cb5598819f653672ae88""}",r014.qa_target_build,2026-08-21T18:32:45+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary12-visual-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,visual,pass,"[""ttp.r014.artifact.boundary12-reader-evidence"",""ttp.r014.artifact.boundary12-visual-receipt-evidence""]","{""bytes"":2751,""path"":""qa/BOUNDARY12_VISUAL.json"",""pdf_path"":""output/YAINTT_ID_BOUNDARY12.pdf"",""pdf_sha256"":""2848af400d3f76d863ee6a2a68cee2dda441443d985489b4b6c63410ce98c0ed"",""sha256"":""1961ff9d80a056bf9f8742708e382404c03f42da554b2db0dfc148657f897668""}",r014.qa_visual,2026-08-21T18:34:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary13-build-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,build,pass,"[""ttp.r014.artifact.boundary13-reader-evidence"",""ttp.r014.artifact.boundary13-build-receipt-evidence""]","{""bytes"":5699,""path"":""qa/BOUNDARY13_BUILD.json"",""pdf_path"":""output/YAINTT_ID_BOUNDARY13.pdf"",""pdf_sha256"":""7a1af9290b8a092198af6f0b0eb654f4d522428be1afaa4e8fc52bc51d905f74"",""sha256"":""aaf7fe7d6899b536a2402f883b96c8aaff3f58e882d13d664af7638e2bc5e5f7""}",r014.qa_target_build,2026-08-21T18:55:30+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary13-visual-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,visual,pass,"[""ttp.r014.artifact.boundary13-reader-evidence"",""ttp.r014.artifact.boundary13-visual-receipt-evidence""]","{""bytes"":2883,""path"":""qa/BOUNDARY13_VISUAL.json"",""pdf_path"":""output/YAINTT_ID_BOUNDARY13.pdf"",""pdf_sha256"":""7a1af9290b8a092198af6f0b0eb654f4d522428be1afaa4e8fc52bc51d905f74"",""sha256"":""dca311fcf9b5f043b7a7ae797897e78e754ea4e7338a8acffbeab56433f431c8""}",r014.qa_visual,2026-08-21T18:56:05+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary14-build-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,build,pass,"[""ttp.r014.artifact.boundary14-reader-evidence"",""ttp.r014.artifact.boundary14-build-receipt-evidence""]","{""bytes"":5656,""path"":""qa/BOUNDARY14_BUILD.json"",""pdf_path"":""output/YAINTT_ID_BOUNDARY14.pdf"",""pdf_sha256"":""e3c3d944c583b3620d16889c7a18cd440d411a20cd74f0ee1d5767766eacde05"",""sha256"":""dfd3b380c82ff95dd090d71ba0d70dcf6b14fed312a68a619e99b68f7c5a445a""}",r014.qa_target_build,2026-08-21T19:24:56+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary14-visual-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,visual,pass,"[""ttp.r014.artifact.boundary14-reader-evidence"",""ttp.r014.artifact.boundary14-visual-receipt-evidence""]","{""bytes"":3027,""path"":""qa/BOUNDARY14_VISUAL.json"",""pdf_path"":""output/YAINTT_ID_BOUNDARY14.pdf"",""pdf_sha256"":""e3c3d944c583b3620d16889c7a18cd440d411a20cd74f0ee1d5767766eacde05"",""sha256"":""4fb0af037b99dc2f6439f8ed23a0e243deae13a0c1447cd30393ae1b0dcb2e92""}",r014.qa_visual,2026-08-21T19:25:20+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary15-build-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,build,pass,"[""ttp.r014.artifact.boundary15-reader-evidence"",""ttp.r014.artifact.boundary15-build-receipt-evidence""]","{""bytes"":5430,""path"":""qa/BOUNDARY15_BUILD.json"",""pdf_path"":""output/YAINTT_ID_BOUNDARY15.pdf"",""pdf_sha256"":""d1c558471e1af049897430c496a3d3b9c1c1e379c6d2969d3e2442dc2ca387b5"",""sha256"":""02ed57304398336afe39637f59c64030ae9f1ce17b8bb0050438f4e0d695b019""}",r014.qa_target_build,2026-08-21T19:28:20+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary15-visual-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,visual,pass,"[""ttp.r014.artifact.boundary15-reader-evidence"",""ttp.r014.artifact.boundary15-visual-receipt-evidence""]","{""bytes"":3040,""path"":""qa/BOUNDARY15_VISUAL.json"",""pdf_path"":""output/YAINTT_ID_BOUNDARY15.pdf"",""pdf_sha256"":""d1c558471e1af049897430c496a3d3b9c1c1e379c6d2969d3e2442dc2ca387b5"",""sha256"":""dcb058c6c6324b3b5672f4feaf88a292df7fa369801cf0613eaebb67d8691219""}",r014.qa_visual,2026-08-21T19:28:45+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary16-build-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,build,pass,"[""ttp.r014.artifact.boundary16-reader-evidence"",""ttp.r014.artifact.boundary16-build-receipt-evidence""]","{""bytes"":6869,""path"":""qa/BOUNDARY16_BUILD.json"",""pdf_path"":""output/YAINTT_ID_BOUNDARY16.pdf"",""pdf_sha256"":""b55c96bc7391d615527e9e9a198f1c53816aa690b190bd3f4e7cd59398cd11ba"",""sha256"":""9bf4c09805e1f44f75f63f09fe6a089c03a40f997757656d137c2083a6071694""}",r014.qa_target_build,2026-08-21T22:55:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary16-visual-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,visual,pass,"[""ttp.r014.artifact.boundary16-reader-evidence"",""ttp.r014.artifact.boundary16-visual-receipt-evidence""]","{""bytes"":3816,""path"":""qa/BOUNDARY16_VISUAL.json"",""pdf_path"":""output/YAINTT_ID_BOUNDARY16.pdf"",""pdf_sha256"":""b55c96bc7391d615527e9e9a198f1c53816aa690b190bd3f4e7cd59398cd11ba"",""sha256"":""3587c689d135392c76743f7dbeb14346192a96f4beb4ff6e7b3792b9669f622f""}",r014.qa_visual,2026-08-21T22:56:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary17-build-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,build,pass,"[""ttp.r014.artifact.boundary17-reader-evidence"",""ttp.r014.artifact.boundary17-build-receipt-evidence""]","{""bytes"":8477,""path"":""qa/BOUNDARY17_BUILD.json"",""pdf_path"":""output/YAINTT_ID_BOUNDARY17.pdf"",""pdf_sha256"":""5b5fcb2db096fba3a36d952d463c6ca5b77cda0bdb3b32156bcaf437f8541e89"",""sha256"":""3a5a87a64e360ea60264eb12080c33e852af3b58ed1a084ae231f41a47555bd1""}",r014.qa_target_build,2026-08-21T22:55:30+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary17-visual-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,visual,pass,"[""ttp.r014.artifact.boundary17-reader-evidence"",""ttp.r014.artifact.boundary17-visual-receipt-evidence""]","{""bytes"":4018,""path"":""qa/BOUNDARY17_VISUAL.json"",""pdf_path"":""output/YAINTT_ID_BOUNDARY17.pdf"",""pdf_sha256"":""5b5fcb2db096fba3a36d952d463c6ca5b77cda0bdb3b32156bcaf437f8541e89"",""sha256"":""302a1133359d0ec12daba5a500b79a56f629010e92fc07a79e6534e6c4d8935a""}",r014.qa_visual,2026-08-21T22:56:30+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary18-build-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,build,passed_and_admitted,"[""ttp.r014.artifact.boundary18-reader-evidence"",""ttp.r014.artifact.boundary18-build-receipt-evidence""]","{""bytes"":7838,""path"":""qa/BOUNDARY18_BUILD.json"",""pdf_path"":""output/YAINTT_ID_BOUNDARY18.pdf"",""pdf_sha256"":""aab7acbe1aa1354e4d4430c5e418dfd0e056e5738e90a9814d2a0234f1d4fafb"",""sha256"":""7b7a6b3bcdbe0f15eeaf1041338c6cfb92692ce6016afb32f795d6f3b29d903b""}",r014.boundary_build_receipt,2026-08-21T21:31:42Z
r014.backend.record,1.0.0,ttp.r014.qa.boundary18-visual-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,visual,passed_and_admitted,"[""ttp.r014.artifact.boundary18-reader-evidence"",""ttp.r014.artifact.boundary18-visual-receipt-evidence""]","{""bytes"":3287,""path"":""qa/BOUNDARY18_VISUAL.json"",""pdf_path"":""output/YAINTT_ID_BOUNDARY18.pdf"",""pdf_sha256"":""aab7acbe1aa1354e4d4430c5e418dfd0e056e5738e90a9814d2a0234f1d4fafb"",""sha256"":""75c38e1f7ecde249b9729741f382f3f416b64ffbc2f4358e0d22e7fd2100e5cb""}",r014.boundary_visual_receipt,2026-08-21T21:31:42Z
r014.backend.record,1.0.0,ttp.r014.qa.boundary19-build-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,build,passed_and_admitted,"[""ttp.r014.artifact.boundary19-reader-evidence"",""ttp.r014.artifact.boundary19-build-receipt-evidence""]","{""bytes"":7818,""path"":""qa/BOUNDARY19_BUILD.json"",""pdf_path"":""output/YAINTT_ID_BOUNDARY19.pdf"",""pdf_sha256"":""841e1ac7c8a590248997c170c6ebc40625a51f764390f33ca4b953f91c16c08c"",""sha256"":""f6a1d7f318dedb0e3e5cf2b278b25483b86e0f9d338476205bce27e623fa5929""}",r014.boundary_build_receipt,2026-08-21T21:31:42Z
r014.backend.record,1.0.0,ttp.r014.qa.boundary19-visual-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,visual,passed_and_admitted,"[""ttp.r014.artifact.boundary19-reader-evidence"",""ttp.r014.artifact.boundary19-visual-receipt-evidence""]","{""bytes"":3554,""path"":""qa/BOUNDARY19_VISUAL.json"",""pdf_path"":""output/YAINTT_ID_BOUNDARY19.pdf"",""pdf_sha256"":""841e1ac7c8a590248997c170c6ebc40625a51f764390f33ca4b953f91c16c08c"",""sha256"":""9d907e53fc3d78cd557876dcd87e9bdfc69864a16d231662ea27bbb9d81c3240""}",r014.boundary_visual_receipt,2026-08-21T21:31:42Z
r014.backend.record,1.0.0,ttp.r014.qa.boundary2-accessibility,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,accessibility,pass_with_untagged_pdf_caveat,"[""ttp.r014.artifact.boundary2-pdf""]","{""path"":""qa/BOUNDARY2_VISUAL.json""}",bounded evidence replay,2026-08-21T12:34:05+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary2-build,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,target_build,pass,"[""ttp.r014.artifact.boundary2-pdf""]","{""path"":""qa/BOUNDARY2_BUILD.json""}",bounded evidence replay,2026-08-21T12:33:25+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary2-visual,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,visual,pass,"[""ttp.r014.artifact.boundary2-pdf""]","{""path"":""qa/BOUNDARY2_VISUAL.json""}",bounded evidence replay,2026-08-21T12:34:05+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary20-build-canonical,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,ttp.r014.qa.boundary20-build-evidence,build,pass,"[""ttp.r014.artifact.boundary20-pdf-canonical"",""ttp.r014.artifact.boundary20-build-receipt-canonical"",""ttp.r014.artifact.target-source.boundary28-final""]","{""bytes"":5716,""pages"":103,""path"":""qa/BOUNDARY20_BUILD.json"",""pdf_bytes"":753084,""pdf_path"":""output/YAINTT_ID_BOUNDARY20.pdf"",""pdf_sha256"":""b17e142502288b08eaca055060d412d7fd3cdf4c246de9b1582adc8e09e0fdfe"",""receipt_status"":""passed_canonical"",""sha256"":""9a01263fce5b1d6b8d554f6a3e9639271a9ba0f333a32f382cc05abeed0e529b""}",admitted canonical deterministic reader-build receipt,2026-08-22T03:56:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary20-build-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,build,passed_candidate_not_canonical,"[""ttp.r014.artifact.boundary20-reader-evidence"",""ttp.r014.artifact.boundary20-build-receipt-evidence""]","{""bytes"":5634,""path"":""qa/BOUNDARY20_LAYOUT_R2_BUILD.json"",""pdf_path"":""output/YAINTT_ID_BOUNDARY20_LAYOUT_R2_CANDIDATE.pdf"",""pdf_sha256"":""b17e142502288b08eaca055060d412d7fd3cdf4c246de9b1582adc8e09e0fdfe"",""sha256"":""a2adb9998816a2f5ec915058d65b5cf94ded0b1b9c67659ecae4579abaecfc1a""}",r014.boundary_candidate_build_receipt,2026-08-22T00:32:22Z
r014.backend.record,1.0.0,ttp.r014.qa.boundary20-visual-canonical,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,ttp.r014.qa.boundary20-visual-evidence,visual,pass,"[""ttp.r014.artifact.boundary20-pdf-canonical"",""ttp.r014.artifact.boundary20-visual-receipt-canonical""]","{""bytes"":3143,""pages"":103,""path"":""qa/BOUNDARY20_VISUAL.json"",""pdf_bytes"":753084,""pdf_path"":""output/YAINTT_ID_BOUNDARY20.pdf"",""pdf_sha256"":""b17e142502288b08eaca055060d412d7fd3cdf4c246de9b1582adc8e09e0fdfe"",""receipt_status"":""passed_canonical"",""sha256"":""15cdba4c28c6b3fa16000fb6a77e861042f580ad1e7d21771978e6a09cadef6a""}",admitted canonical all-page visual inspection receipt,2026-08-22T03:56:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary20-visual-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,visual,passed_candidate_not_canonical,"[""ttp.r014.artifact.boundary20-reader-evidence"",""ttp.r014.artifact.boundary20-visual-receipt-evidence""]","{""bytes"":3051,""path"":""qa/BOUNDARY20_LAYOUT_R2_VISUAL.json"",""pdf_path"":""output/YAINTT_ID_BOUNDARY20_LAYOUT_R2_CANDIDATE.pdf"",""pdf_sha256"":""b17e142502288b08eaca055060d412d7fd3cdf4c246de9b1582adc8e09e0fdfe"",""sha256"":""49ac540324eaa2a2b405ae9adf4b9c21a45170887fbc4cfb5f9751848719906e""}",r014.boundary_candidate_visual_receipt,2026-08-22T00:32:22Z
r014.backend.record,1.0.0,ttp.r014.qa.boundary21-build-canonical,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,ttp.r014.qa.boundary21-build-evidence,build,pass,"[""ttp.r014.artifact.boundary21-pdf-canonical"",""ttp.r014.artifact.boundary21-build-receipt-canonical"",""ttp.r014.artifact.target-source.boundary28-final""]","{""bytes"":5728,""pages"":107,""path"":""qa/BOUNDARY21_BUILD.json"",""pdf_bytes"":777400,""pdf_path"":""output/YAINTT_ID_BOUNDARY21.pdf"",""pdf_sha256"":""bb9ad104576e4b61b54e55451d526f94be2399fb53352f105754b12177aa2046"",""receipt_status"":""passed_canonical"",""sha256"":""fc788f9a50c3de71f41cd5a59a39c885fd3c4518afd8ce21b107c030dc2b1a37""}",admitted canonical deterministic reader-build receipt,2026-08-22T03:56:00+02:00
r014.backend.record,1.0.0,ttp.r014.qa.boundary21-build-evidence,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,build,passed_candidate_not_canonical,"[""ttp.r014.artifact.boundary21-reader-evidence"",""ttp.r014.artifact.boundary21-build-receipt-evidence""]","{""bytes"":5646,""path"":""qa/BOUNDARY21_LAYOUT_R2_BUILD.json"",""pdf_path"":""output/YAINTT_ID_BOUNDARY21_LAYOUT_R2_CANDIDATE.pdf"",""pdf_sha256"":""bb9ad104576e4b61b54e55451d526f94be2399fb53352f105754b12177aa2046"",""sha256"":""eaa69f532f9d727a8958700578f4ea233fc356d3282ffaa9d3e3674dfe52fb18""}",r014.boundary_candidate_build_receipt,2026-08-22T00:32:22Z
r014.backend.record,1.0.0,ttp.r014.qa.boundary21-visual-canonical,qa_event,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,und,2026-08-22T03:56:00+02:00,codex.r014.id-ID,ttp.r014.qa.boundary21-visual-evidence,visual,pass,"[""ttp.r014.artifact.boundary21-pdf-canonical"",""ttp.r014.artifact.boundary21-visual-receipt-canonical""]","{""bytes"":3301,""pages"":107,""path"":""qa/BOUNDARY21_VISUAL.json"",""pdf_bytes"":777400,""pdf_path"":""output/YAINTT_ID_BOUNDARY21.pdf"",""pdf_sha256"":""bb9ad104576e4b61b54e55451d526f94be2399fb53352f105754b12177aa2046"",""receipt_status"":""passed_canonical"",""sha256"":""395890557f499fbaea49e0ce35a76e5e74b0d72cffb684ba64deb2df2ab17f5e""}",admitted canonical all-page visual inspection receipt,2026-08-22T03:56:00+02:00
